iter	Logloss
414	0.2581048369
415	0.2579532335
416	0.2577518945
417	0.2576342924
418	0.2574136939
419	0.2572339754
420	0.2570267476
421	0.2568697614
422	0.2566568478
423	0.2564894225
424	0.2562825661
425	0.2561640506
426	0.2559726629
427	0.2558352071
428	0.255636797
429	0.2554722177
430	0.2553588842
431	0.2551697894
432	0.2549870466
433	0.2548258049
434	0.2546592855
435	0.2545203044
436	0.2544539945
437	0.2542825559
438	0.2541443475
439	0.2539468777
440	0.253725964
441	0.2536184693
442	0.2535022107
443	0.2533102351
444	0.2531299166
445	0.2530054672
446	0.2528508125
447	0.252672419
448	0.252556558
449	0.2524135003
450	0.2522416709
451	0.2520851604
452	0.2518873108
453	0.2517015579
454	0.2515452335
455	0.2514128115
456	0.2512548807
457	0.251140723
458	0.2509308558
459	0.250835965
460	0.2506921025
461	0.2505464543
462	0.250439374
463	0.2503515991
464	0.2501882589
465	0.249990185
466	0.249877356
467	0.2497151812
468	0.2496167467
469	0.2494588593
470	0.2491763951
471	0.249039453
472	0.2488527554
473	0.248674197
474	0.2485130143
475	0.248354066
476	0.2481679856
477	0.2480200815
478	0.2478551453
479	0.2476930805
480	0.2475482855
481	0.2474274002
482	0.2472801091
483	0.2471344944
484	0.2469961095
485	0.246832042
486	0.2466422041
487	0.2464970766
488	0.2463506811
489	0.246214283
490	0.2460818309
491	0.2459264162
492	0.245739383
493	0.2455696093
494	0.2454341207
495	0.2453052312
496	0.2451823943
497	0.2449715457
498	0.2448011178
499	0.2446697368
500	0.2445158066
501	0.2444152204
502	0.2442980473
503	0.2441363421
504	0.2439939629
505	0.2438638248
506	0.2437095297
507	0.2435619768
508	0.2433904698
509	0.2432970615
510	0.2431364578
511	0.2430134873
512	0.2428247353
513	0.2426907864
514	0.2425859397
515	0.2424714486
516	0.2423483735
517	0.2422301987
518	0.2420695986
519	0.2419030126
520	0.2417605
521	0.2415973367
522	0.2414710833
523	0.241306088
524	0.2412191658
525	0.2410730752
526	0.2409014779
527	0.2407478704
528	0.240586192
529	0.2404671981
530	0.2403513989
531	0.2402786645
532	0.2401442667
533	0.2400243605
534	0.2399165281
535	0.2397973712
536	0.2396165471
537	0.239495959
538	0.2393316071
539	0.2392260907
540	0.2391104387
541	0.238979806
542	0.2388671078
543	0.238742571
544	0.2386540797
545	0.2385182404
546	0.2383535617
547	0.2382467441
548	0.238167093
549	0.2379686118
550	0.2378469665
551	0.2377490708
552	0.2376089928
553	0.2374663959
554	0.2373110414
555	0.2371858784
556	0.2370611209
557	0.236971947
558	0.236895748
559	0.2367126312
560	0.2366106919
561	0.2364401509
562	0.236277629
563	0.2361761974
564	0.2360151361
565	0.2358558966
566	0.2357441464
567	0.2356069948
568	0.2355055601
569	0.2353509437
570	0.2352149629
571	0.2351477176
572	0.2349941841
573	0.2348480421
574	0.2347275762
575	0.2346163647
576	0.2344574144
577	0.2343153758
578	0.2342369394
579	0.2341129881
580	0.2339941219
581	0.2338848677
582	0.2337707955
583	0.2336323883
584	0.2335126057
585	0.233398755
586	0.2332652013
587	0.2331460459
588	0.2330310987
589	0.2328998488
590	0.2327706635
591	0.2326215022
592	0.2324848744
593	0.232397987
594	0.2322528878
595	0.2321503413
596	0.2320344925
597	0.2319197611
598	0.2317703763
599	0.2316656377
600	0.2315635501
601	0.2314255698
602	0.231289686
603	0.2311600617
604	0.231001174
605	0.2308902295
606	0.2307885707
607	0.2306475585
608	0.2304961134
609	0.2303805766
610	0.2302599988
611	0.2301091964
612	0.2299999598
613	0.229891171
614	0.2297711086
615	0.2296779234
616	0.2295409777
617	0.2294107442
618	0.2292709291
619	0.2291795357
620	0.2290641737
621	0.2289381747
622	0.2287835329
623	0.2286797086
624	0.2285602462
625	0.2284966705
626	0.2283459607
627	0.2282590144
628	0.2281223997
629	0.2280348445
630	0.2279179493
631	0.2277966906
632	0.2276499528
633	0.2275075785
634	0.2274047512
635	0.2272977362
636	0.2271814664
637	0.2270643361
638	0.2268914205
639	0.2268120628
640	0.2267048447
641	0.2265909424
642	0.2264625302
643	0.2263616559
644	0.2262546249
645	0.2261387782
646	0.2260133894
647	0.2258775255
648	0.2257505764
649	0.2256455288
650	0.2255251966
651	0.2254143439
652	0.2252888687
653	0.225160065
654	0.2250693122
655	0.2249530506
656	0.2248212743
657	0.2247088247
658	0.2245830024
659	0.2244600847
660	0.2243624725
661	0.2242751277
662	0.224128996
663	0.2240214645
664	0.2239126798
665	0.2237911017
666	0.2236833731
667	0.2235838562
668	0.2234529274
669	0.2233487765
670	0.2232318121
671	0.2231252682
672	0.2230337745
673	0.2229204975
674	0.2228177885
675	0.2227162049
676	0.2226084571
677	0.2224685297
678	0.2223781909
679	0.2223230412
680	0.2221644753
681	0.2221077546
682	0.2220027009
683	0.2218724334
684	0.2217464098
685	0.2216199512
686	0.2215297133
687	0.221417248
688	0.2213019491
689	0.2211800268
690	0.2210678759
691	0.2209332539
692	0.2207960546
693	0.2206986499
694	0.2205957545
695	0.2205013921
696	0.2204381601
697	0.2203260029
698	0.2201972945
699	0.2200656854
700	0.220007448
701	0.2198820172
702	0.219762469
703	0.2196669867
704	0.2195721818
705	0.2194643675
706	0.2194090367
707	0.2193385106
708	0.219221358
709	0.2190223788
710	0.2189159373
711	0.2188211418
712	0.2187089967
713	0.2185959399
714	0.2184888749
715	0.2183445411
716	0.2182186842
717	0.2181343838
718	0.2180209527
719	0.2179609812
720	0.2178640666
721	0.2177554556
722	0.217652092
723	0.2175115883
724	0.2174052193
725	0.217304522
726	0.2172016093
727	0.2171094447
728	0.2169770896
729	0.2168791545
730	0.2167825874
731	0.2166984151
732	0.2165663068
733	0.2164553321
734	0.2163420687
735	0.216249541
736	0.2161398549
737	0.2160593836
738	0.2159766056
739	0.2158958638
740	0.2157850583
741	0.2156707013
742	0.2155656756
743	0.215501061
744	0.2153625157
745	0.2152715121
746	0.21520623
747	0.2150820774
748	0.2149466233
749	0.2148715317
750	0.2147662402
751	0.2146864436
752	0.2146041369
753	0.2145002745
754	0.2143875682
755	0.2143112128
756	0.2141790168
757	0.2140747792
758	0.2139566894
759	0.2138227692
760	0.2136620186
761	0.2135482539
762	0.2134675274
763	0.213328057
764	0.2132286554
765	0.2131093544
766	0.2130007553
767	0.2129099368
768	0.2128168637
769	0.2127063006
770	0.2126375639
771	0.212578704
772	0.2124757813
773	0.212429703
774	0.2123324011
775	0.2122745974
776	0.2121943144
777	0.2121182554
778	0.2120449339
779	0.2119546102
780	0.2118584224
781	0.2117775481
782	0.21167609
783	0.2115469258
784	0.2114242419
785	0.2113693766
786	0.2113013285
787	0.2111800459
788	0.2110906092
789	0.2109855743
790	0.2109188099
791	0.210797523
792	0.2107206476
793	0.2105777909
794	0.2104681829
795	0.2103404425
796	0.2102184501
797	0.2101213123
798	0.2100377093
799	0.2099328411
800	0.209861866
801	0.2097863372
802	0.2096897199
803	0.2095998293
804	0.2095227244
805	0.2094258143
806	0.2092713251
807	0.2091953958
808	0.2090927218
809	0.208998338
810	0.2089003717
811	0.2088110134
812	0.2087486625
813	0.2086688383
814	0.2085683041
815	0.2084405655
816	0.2083273962
817	0.2083011848
818	0.2082180275
819	0.2081252237
820	0.2080196776
821	0.2079202564
822	0.2078449967
823	0.2077666269
824	0.2076499271
825	0.207594126
826	0.2075026522
827	0.2074335931
828	0.2073485887
829	0.2072536061
830	0.2071572225
831	0.2070217881
832	0.2069401573
833	0.206856932
834	0.206792083
835	0.206722752
836	0.2066276259
837	0.2065432392
838	0.2064646835
839	0.2063448603
840	0.2062591108
841	0.2061399915
842	0.2060449201
843	0.2059544434
844	0.2058395779
845	0.2057251281
846	0.2056181696
847	0.2055116221
848	0.2054354398
849	0.2053287654
850	0.2052075597
851	0.2050746802
852	0.2049566783
853	0.2048919444
854	0.2048133185
855	0.2047038021
856	0.204613759
857	0.2045295988
858	0.2044606945
859	0.2043679436
860	0.2042829851
861	0.204149938
862	0.2039969061
863	0.2039144444
864	0.2038287956
865	0.2037217154
866	0.2036306916
867	0.2035713115
868	0.2035161897
869	0.2034434029
870	0.2033575703
871	0.2032585887
872	0.203183627
873	0.203041763
874	0.2029182368
875	0.2027981135
876	0.202677502
877	0.2025669723
878	0.202481791
879	0.2023973258
880	0.202310145
881	0.202201963
882	0.202116726
883	0.2020173811
884	0.2019441461
885	0.2018610943
886	0.201766459
887	0.2016553685
888	0.2015913513
889	0.2015073759
890	0.2014008364
891	0.2013366412
892	0.2012571361
893	0.2011573725
894	0.2010187451
895	0.2009125851
896	0.2008070346
897	0.2007165334
898	0.2006192914
899	0.2005443756
900	0.2004239887
901	0.2003320702
902	0.2002310316
903	0.2001432199
904	0.2000609458
905	0.1999721551
906	0.1999022957
907	0.1998019245
908	0.1996973295
909	0.1995640458
910	0.1995013656
911	0.1993814413
912	0.1992813381
913	0.1991781116
914	0.1991007441
915	0.198981689
916	0.1989235335
917	0.1988478506
918	0.1987241794
919	0.1986575792
920	0.1985274282
921	0.1984431125
922	0.1983713526
923	0.1982786515
924	0.1981513758
925	0.1980274705
926	0.1979489236
927	0.1978240695
928	0.1977477543
929	0.1976624014
930	0.1975500162
931	0.1974491498
932	0.1974017804
933	0.1973305445
934	0.1972335244
935	0.1971330842
936	0.1970668535
937	0.1969757789
938	0.1969007589
939	0.19681037
940	0.1967117379
941	0.1966122672
942	0.1965302822
943	0.1964331369
944	0.1963150323
945	0.1962146908
946	0.1961325924
947	0.1960946008
948	0.1959932548
949	0.1958879719
950	0.1957765663
951	0.1957056707
952	0.1955923315
953	0.1954931048
954	0.1954166588
955	0.195330559
956	0.1952465687
957	0.1951734334
958	0.1950658842
959	0.1950017873
960	0.1948881365
961	0.1947978112
962	0.1947304981
963	0.1946220139
964	0.1945521355
965	0.1944367534
966	0.1943713551
967	0.1942633701
968	0.1941450833
969	0.1940617621
970	0.19398752
971	0.1939093716
972	0.1938104406
973	0.1937402996
974	0.1936387884
975	0.1935510615
976	0.1934631854
977	0.1933831973
978	0.1932734538
979	0.1931630856
980	0.1931006401
981	0.1930351424
982	0.1929490982
983	0.1928886523
984	0.1927915994
985	0.1927135464
986	0.1926375999
987	0.1925679972
988	0.1925217442
989	0.1924284947
990	0.1923375001
991	0.1922410411
992	0.1921391432
993	0.1920244052
994	0.1919289674
995	0.1918243331
996	0.1917560631
997	0.191682661
998	0.1916122781
999	0.1915785562
